season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,4,24.0,7.52,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,4,32.0,10.03,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,4,35.0,10.97,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,4,36.0,11.29,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,4,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,4,34.0,10.66,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,4,36.0,11.29,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,4,35.0,10.97,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,4,28.0,8.78,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,5,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,5,28.0,10.14,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,5,35.0,12.68,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,5,28.0,10.14,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,5,29.0,10.51,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,5,26.0,9.42,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,5,31.0,11.23,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,5,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,5,37.0,13.41,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,5,32.0,11.59,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,5,30.0,10.87,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,5,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,6,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,6,24.0,10.57,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,6,25.0,11.01,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,6,21.0,9.25,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,6,24.0,10.57,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,6,27.0,11.89,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,6,28.0,12.33,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,6,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,6,25.0,11.01,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,6,24.0,10.57,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,6,29.0,12.78,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,6,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,7,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,7,26.0,12.15,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,7,25.5,11.92,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,7,0.0,0.0,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,7,26.0,12.15,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,7,26.0,12.15,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,7,27.5,12.85,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,7,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,7,28.0,13.08,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,7,27.5,12.85,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,7,27.5,12.85,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,8,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,8,0.0,0.0,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,8,30.0,17.75,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,8,0.0,0.0,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,8,0.0,0.0,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,8,27.0,15.98,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,8,28.0,16.57,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,8,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,8,29.0,17.16,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,8,30.0,17.75,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,8,25.0,14.79,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,8,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,9,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,9,0.0,0.0,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,9,0.0,0.0,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,9,0.0,0.0,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,9,0.0,0.0,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,9,27.5,19.16,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,9,29.5,20.56,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,9,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,9,28.5,19.86,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,9,28.0,19.51,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,9,30.0,20.91,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,9,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,10,0.0,0.0,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,10,0.0,0.0,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,10,0.0,0.0,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,10,0.0,0.0,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,10,0.0,0.0,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,10,0.0,0.0,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,10,29.666600000000003,34.1,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,10,0.0,0.0,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,10,28.9998,33.33,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,10,28.3332,32.57,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,10,0.0,0.0,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,10,0.0,0.0,10
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,11,,,10
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,11,,,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,11,,,10
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,11,,,10
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,11,,,10
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,11,,,10
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,11,,,10
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,11,,,10
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,11,,,10
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,11,,,10
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,11,,,10
22,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,11,,,10
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,1,22.0,6.67,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,1,22.0,6.67,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,1,27.0,8.18,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,1,24.0,7.27,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,1,26.0,7.88,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,1,31.0,9.39,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,1,24.0,7.27,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,1,20.0,6.06,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,1,31.0,9.39,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,1,26.0,7.88,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,1,25.0,7.58,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,1,27.0,8.18,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,1,25.0,7.58,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,2,24.0,6.82,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,2,26.0,7.39,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,2,27.0,7.67,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,2,24.0,6.82,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,2,28.0,7.95,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,2,32.0,9.09,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,2,24.0,6.82,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,2,22.0,6.25,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,2,29.0,8.24,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,2,30.0,8.52,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,2,26.0,7.39,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,2,29.0,8.24,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,2,31.0,8.81,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,3,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,3,28.0,8.62,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,3,28.0,8.62,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,3,25.0,7.69,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,3,32.0,9.85,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,3,31.0,9.54,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,3,25.0,7.69,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,3,23.0,7.08,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,3,29.0,8.92,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,3,25.0,7.69,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,3,23.0,7.08,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,3,26.0,8.0,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,3,30.0,9.23,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,4,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,4,24.0,9.2,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,4,21.0,8.05,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,4,22.0,8.43,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,4,23.0,8.81,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,4,30.0,11.49,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,4,24.0,9.2,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,4,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,4,28.0,10.73,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,4,18.0,6.9,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,4,23.0,8.81,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,4,23.0,8.81,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,4,25.0,9.58,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,5,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,5,24.0,10.43,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,5,27.0,11.74,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,5,24.0,10.43,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,5,24.0,10.43,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,5,25.0,10.87,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,5,24.0,10.43,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,5,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,5,29.0,12.61,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,5,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,5,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,5,26.0,11.3,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,5,27.0,11.74,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,6,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,6,31.0,10.16,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,6,34.0,11.15,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,6,30.0,9.84,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,6,37.0,12.13,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,6,37.0,12.13,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,6,28.0,9.18,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,6,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,6,38.0,12.46,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,6,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,6,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,6,40.0,13.11,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,6,30.0,9.84,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,7,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,7,33.0,11.98,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,7,32.0,11.62,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,7,33.0,11.98,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,7,37.0,13.43,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,7,34.5,12.52,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,7,0.0,0.0,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,7,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,7,37.0,13.43,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,7,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,7,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,7,34.5,12.52,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,7,34.5,12.52,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,8,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,8,0.0,0.0,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,8,23.0,11.44,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,8,26.0,12.94,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,8,30.0,14.93,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,8,33.0,16.42,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,8,0.0,0.0,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,8,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,8,34.9998,17.41,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,8,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,8,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,8,30.0,14.93,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,8,24.0,11.94,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,9,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,9,0.0,0.0,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,9,36.0,15.86,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,9,0.0,0.0,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,9,37.0,16.3,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,9,40.0,17.62,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,9,0.0,0.0,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,9,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,9,36.0,15.86,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,9,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,9,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,9,40.0,17.62,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,9,38.0,16.74,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,10,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,10,0.0,0.0,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,10,0.0,0.0,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,10,0.0,0.0,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,10,28.0,19.11,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,10,30.0,20.48,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,10,0.0,0.0,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,10,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,10,29.5,20.14,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,10,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,10,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,10,29.0,19.8,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,10,30.0,20.48,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,11,0.0,0.0,11
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,11,0.0,0.0,11
23,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,11,0.0,0.0,11
23,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,11,0.0,0.0,11
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,11,38.3331,25.19,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,11,39.333200000000005,25.85,11
23,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,11,0.0,0.0,11
23,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,11,0.0,0.0,11
23,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,11,38.9998,25.63,11
23,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,11,0.0,0.0,11
23,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,11,0.0,0.0,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,11,35.5,23.33,11
23,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,11,0.0,0.0,11
24,Charo,Keo Motsepe,Actor/Actress,,Spain,66,Eliminated Week 3,11,1,21.0,6.95,10
24,Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,Eliminated Week 4,10,1,20.0,6.62,10
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,Eliminated Week 6,8,1,28.0,9.27,10
