season,week,celebrity,total_score,avg_score,placement,results,n_judges,,,,season,week,celebrity,vote_pct
19,5,Janel Parrish,33,8.25,3,3rd Place,4,,,,19,3,Jonathan Bennett,0.09630299980315772
19,6,Janel Parrish,33,8.25,3,3rd Place,4,,,,19,3,Lea Thompson,0.10292489836291945
19,7,Janel Parrish,33.5,8.375,3,3rd Place,4,,,,19,3,Janel Parrish,0.08951061725299596
19,8,Janel Parrish,43,10.75,3,3rd Place,4,,,,19,3,Alfonso Ribeiro,0.1028487251996021
19,9,Janel Parrish,38.5,9.625,3,3rd Place,4,,,,19,3,Randy Couture,0.028008507424241713
19,10,Janel Parrish,39,9.75,3,3rd Place,4,,,,19,3,Tommy Chong,0.0917901915489199
19,11,Janel Parrish,38.9998,9.749950000000002,3,3rd Place,4,,,,19,3,Betsey Johnson,0.09778209109911096
19,1,Alfonso Ribeiro,36,9,1,1st Place,4,,,,19,3,Michael Waltrip,0.09433262571178355
19,2,Alfonso Ribeiro,32,8,1,1st Place,4,,,,19,3,Bethany Mota,0.09332595839080404
19,3,Alfonso Ribeiro,32,8,1,1st Place,4,,,,19,3,Sadie Robertson,0.10230876107988168
19,4,Alfonso Ribeiro,40,10,1,1st Place,4,,,,19,4,Antonio Sabato Jr.,0.10552652463803013
19,5,Alfonso Ribeiro,34,8.5,1,1st Place,4,,,,19,4,Jonathan Bennett,0.12308767348567323
19,6,Alfonso Ribeiro,39,9.75,1,1st Place,4,,,,19,4,Lea Thompson,0.10106146678480864
19,7,Alfonso Ribeiro,34,8.5,1,1st Place,4,,,,19,4,Janel Parrish,0.10879136700764808
19,8,Alfonso Ribeiro,41,10.25,1,1st Place,4,,,,19,4,Alfonso Ribeiro,0.10057656152241264
19,9,Alfonso Ribeiro,38.5,9.625,1,1st Place,4,,,,19,4,Tommy Chong,0.10911978276468119
19,10,Alfonso Ribeiro,37.5,9.375,1,1st Place,4,,,,19,4,Betsey Johnson,0.027316770054731137
19,11,Alfonso Ribeiro,40,10,1,1st Place,4,,,,19,4,Michael Waltrip,0.11818756172452002
19,1,Lolo Jones,22,5.5,13,Eliminated Week 1,4,,,,19,4,Bethany Mota,0.10870931056469986
19,1,Randy Couture,31,7.75,11,Eliminated Week 3,4,,,,19,4,Sadie Robertson,0.0976229814527951
19,2,Randy Couture,28,7,11,Eliminated Week 3,4,,,,19,5,Antonio Sabato Jr.,0.051906677572958984
19,3,Randy Couture,26,6.5,11,Eliminated Week 3,4,,,,19,5,Jonathan Bennett,0.046442816775805404
19,1,Tommy Chong,27,6.75,5,Eliminated Week 10,4,,,,19,5,Lea Thompson,0.06787796298002328
19,2,Tommy Chong,28,7,5,Eliminated Week 10,4,,,,19,5,Janel Parrish,0.12605907410575753
19,3,Tommy Chong,34,8.5,5,Eliminated Week 10,4,,,,19,5,Alfonso Ribeiro,0.29413783958010087
19,4,Tommy Chong,28,7,5,Eliminated Week 10,4,,,,19,5,Tommy Chong,0.08021941079457297
19,5,Tommy Chong,23,5.75,5,Eliminated Week 10,4,,,,19,5,Michael Waltrip,0.05882756791602018
19,6,Tommy Chong,28,7,5,Eliminated Week 10,4,,,,19,5,Bethany Mota,0.09804594652670029
19,7,Tommy Chong,30,7.5,5,Eliminated Week 10,4,,,,19,5,Sadie Robertson,0.17648270374806055
19,8,Tommy Chong,29,7.25,5,Eliminated Week 10,4,,,,19,6,Antonio Sabato Jr.,0.12481246691536081
19,9,Tommy Chong,28.5,7.125,5,Eliminated Week 10,4,,,,19,6,Jonathan Bennett,0.02697658253306295
19,10,Tommy Chong,31,7.75,5,Eliminated Week 10,4,,,,19,6,Lea Thompson,0.1258813238428132
19,1,Betsey Johnson,20,5,10,Eliminated Week 4,4,,,,19,6,Janel Parrish,0.12551829215077295
19,2,Betsey Johnson,28,7,10,Eliminated Week 4,4,,,,19,6,Alfonso Ribeiro,0.10157975473361097
19,3,Betsey Johnson,29,7.25,10,Eliminated Week 4,4,,,,19,6,Tommy Chong,0.12841509998932896
19,4,Betsey Johnson,29,7.25,10,Eliminated Week 4,4,,,,19,6,Michael Waltrip,0.12067260569382977
19,1,Michael Waltrip,25,6.25,7,Eliminated Week 8,4,,,,19,6,Bethany Mota,0.1325255578785102
19,2,Michael Waltrip,24,6,7,Eliminated Week 8,4,,,,19,6,Sadie Robertson,0.11361831626271017
19,3,Michael Waltrip,28,7,7,Eliminated Week 8,4,,,,19,7,Antonio Sabato Jr.,0.04064111094861916
19,4,Michael Waltrip,25,6.25,7,Eliminated Week 8,4,,,,19,7,Lea Thompson,0.12966481789314477
19,5,Michael Waltrip,20,5,7,Eliminated Week 8,4,,,,19,7,Janel Parrish,0.1383441967348344
19,6,Michael Waltrip,30,7.5,7,Eliminated Week 8,4,,,,19,7,Alfonso Ribeiro,0.1428241156014919
19,7,Michael Waltrip,28,7,7,Eliminated Week 8,4,,,,19,7,Tommy Chong,0.13532112998538234
19,8,Michael Waltrip,25,6.25,7,Eliminated Week 8,4,,,,19,7,Michael Waltrip,0.14148843716703974
19,1,Tavis Smiley,29,7.25,12,Eliminated Week 2,4,,,,19,7,Bethany Mota,0.12753704421547485
19,2,Tavis Smiley,28,7,12,Eliminated Week 2,4,,,,19,7,Sadie Robertson,0.1441791474540129
19,1,Bethany Mota,32,8,4,Eliminated Week 11,4,,,,19,8,Lea Thompson,0.16593280436551133
19,2,Bethany Mota,33,8.25,4,Eliminated Week 11,4,,,,19,8,Janel Parrish,0.16095847171858776
19,3,Bethany Mota,40,10,4,Eliminated Week 11,4,,,,19,8,Alfonso Ribeiro,0.14407369174012497
19,4,Bethany Mota,33,8.25,4,Eliminated Week 11,4,,,,19,8,Tommy Chong,0.16447114230642865
19,5,Bethany Mota,32,8,4,Eliminated Week 11,4,,,,19,8,Michael Waltrip,0.05884986132243994
19,6,Bethany Mota,36,9,4,Eliminated Week 11,4,,,,19,8,Bethany Mota,0.1543000510507805
19,7,Bethany Mota,37.5,9.375,4,Eliminated Week 11,4,,,,19,8,Sadie Robertson,0.15141397749612684
19,8,Bethany Mota,40,10,4,Eliminated Week 11,4,,,,19,9,Lea Thompson,0.052012796659108476
19,9,Bethany Mota,37,9.25,4,Eliminated Week 11,4,,,,19,9,Janel Parrish,0.17673830691611025
19,10,Bethany Mota,38,9.5,4,Eliminated Week 11,4,,,,19,9,Alfonso Ribeiro,0.17299369954326996
19,11,Bethany Mota,38,9.5,4,Eliminated Week 11,4,,,,19,9,Tommy Chong,0.2098938009643369
19,1,Sadie Robertson,34,8.5,2,2nd Place,4,,,,19,9,Bethany Mota,0.19374941089205805
19,2,Sadie Robertson,31,7.75,2,2nd Place,4,,,,19,9,Sadie Robertson,0.19461198502511645
19,3,Sadie Robertson,32,8,2,2nd Place,4,,,,19,10,Janel Parrish,0.22128156864090157
19,4,Sadie Robertson,37,9.25,2,2nd Place,4,,,,19,10,Alfonso Ribeiro,0.22136848271498377
19,5,Sadie Robertson,36,9,2,2nd Place,4,,,,19,10,Tommy Chong,0.08569097240534428
19,6,Sadie Robertson,35,8.75,2,2nd Place,4,,,,19,10,Bethany Mota,0.23904818103014885
19,7,Sadie Robertson,31,7.75,2,2nd Place,4,,,,19,10,Sadie Robertson,0.23261079520862155
19,8,Sadie Robertson,38,9.5,2,2nd Place,4,,,,19,11,Janel Parrish,0.29498769939894476
19,9,Sadie Robertson,36.5,9.125,2,2nd Place,4,,,,19,11,Alfonso Ribeiro,0.30127571417256677
19,10,Sadie Robertson,37,9.25,2,2nd Place,4,,,,19,11,Bethany Mota,0.10362395312864024
19,11,Sadie Robertson,39.333200000000005,9.833300000000001,2,2nd Place,4,,,,19,11,Sadie Robertson,0.30011263329984833
20,1,Suzanne Somers,25,6.25,9,Eliminated Week 5,4,,,,20,1,Suzanne Somers,0.041627287366746084
20,2,Suzanne Somers,28,7,9,Eliminated Week 5,4,,,,20,1,Willow Shields,0.05272789733121171
20,3,Suzanne Somers,25,6.25,9,Eliminated Week 5,4,,,,20,1,Riker Lynch,0.15818369199363513
20,4,Suzanne Somers,28,7,9,Eliminated Week 5,4,,,,20,1,Rumer Willis,0.2636394866560585
20,5,Suzanne Somers,28,7,9,Eliminated Week 5,4,,,,20,1,Nastia Liukin,0.08787982888535284
20,1,Willow Shields,25,6.25,7,Eliminated Week 7,4,,,,20,1,Michael Sam,0.03766278380800836
20,2,Willow Shields,32,8,7,Eliminated Week 7,4,,,,20,1,Robert Herjavec,0.06083988153601351
20,3,Willow Shields,32,8,7,Eliminated Week 7,4,,,,20,1,Charlotte McKinney,0.034387759129051114
20,4,Willow Shields,39,9.75,7,Eliminated Week 7,4,,,,20,1,Noah Galloway,0.11298835142402508
20,5,Willow Shields,34,8.5,7,Eliminated Week 7,4,,,,20,1,Redfoo,0.03163673839872702
20,6,Willow Shields,36.5,9.125,7,Eliminated Week 7,4,,,,20,1,Patti LaBelle,0.04652461529224562
20,7,Willow Shields,39,9.75,7,Eliminated Week 7,4,,,,20,1,Chris Soules,0.07190167817892505
20,1,Riker Lynch,31,7.75,2,2nd Place,4,,,,20,2,Suzanne Somers,0.08320565215497965
20,2,Riker Lynch,32,8,2,2nd Place,4,,,,20,2,Willow Shields,0.09557687747710769
20,3,Riker Lynch,34,8.5,2,2nd Place,4,,,,20,2,Riker Lynch,0.0773719167397966
20,4,Riker Lynch,34,8.5,2,2nd Place,4,,,,20,2,Rumer Willis,0.08778704498113311
20,5,Riker Lynch,38,9.5,2,2nd Place,4,,,,20,2,Nastia Liukin,0.0738456244291352
20,6,Riker Lynch,38,9.5,2,2nd Place,4,,,,20,2,Michael Sam,0.08672094714485237
20,7,Riker Lynch,37,9.25,2,2nd Place,4,,,,20,2,Robert Herjavec,0.0984592253749854
20,8,Riker Lynch,39,9.75,2,2nd Place,4,,,,20,2,Charlotte McKinney,0.10783029856801393
20,9,Riker Lynch,40,10,2,2nd Place,4,,,,20,2,Noah Galloway,0.08438242381792259
20,10,Riker Lynch,40,10,2,2nd Place,4,,,,20,2,Redfoo,0.016984258779143675
20,1,Rumer Willis,32,8,1,1st Place,4,,,,20,2,Patti LaBelle,0.08465967579365256
20,2,Rumer Willis,32,8,1,1st Place,4,,,,20,2,Chris Soules,0.10317605473927727
20,3,Rumer Willis,33,8.25,1,1st Place,4,,,,20,3,Suzanne Somers,0.09844162799648314
20,4,Rumer Willis,35,8.75,1,1st Place,4,,,,20,3,Willow Shields,0.09893201650873608
20,5,Rumer Willis,39,9.75,1,1st Place,4,,,,20,3,Riker Lynch,0.09273312048859932
20,6,Rumer Willis,35.5,8.875,1,1st Place,4,,,,20,3,Rumer Willis,0.09171748980323409
20,7,Rumer Willis,37,9.25,1,1st Place,4,,,,20,3,Nastia Liukin,0.09194089249453802
20,8,Rumer Willis,40,10,1,1st Place,4,,,,20,3,Michael Sam,0.0970777148741312
20,9,Rumer Willis,39,9.75,1,1st Place,4,,,,20,3,Robert Herjavec,0.1034969861091882
20,10,Rumer Willis,40,10,1,1st Place,4,,,,20,3,Charlotte McKinney,0.027488998063526573
20,1,Nastia Liukin,30,7.5,4,Eliminated Week 9,4,,,,20,3,Noah Galloway,0.09832837125953554
20,2,Nastia Liukin,34,8.5,4,Eliminated Week 9,4,,,,20,3,Patti LaBelle,0.10893216190958205
20,3,Nastia Liukin,34,8.5,4,Eliminated Week 9,4,,,,20,3,Chris Soules,0.0909106204924458
20,4,Nastia Liukin,36,9,4,Eliminated Week 9,4,,,,20,4,Suzanne Somers,0.1214577083877901
20,5,Nastia Liukin,38,9.5,4,Eliminated Week 9,4,,,,20,4,Willow Shields,0.10925187406897778
20,6,Nastia Liukin,36.5,9.125,4,Eliminated Week 9,4,,,,20,4,Riker Lynch,0.10899211892922445
20,7,Nastia Liukin,41,10.25,4,Eliminated Week 9,4,,,,20,4,Rumer Willis,0.10198951238148476
20,8,Nastia Liukin,38,9.5,4,Eliminated Week 9,4,,,,20,4,Nastia Liukin,0.09996582001181503
20,9,Nastia Liukin,40,10,4,Eliminated Week 9,4,,,,20,4,Michael Sam,0.02662556447433877
20,1,Michael Sam,26,6.5,10,Eliminated Week 4,4,,,,20,4,Robert Herjavec,0.10133271752184085
20,2,Michael Sam,28,7,10,Eliminated Week 4,4,,,,20,4,Noah Galloway,0.106623852319097
20,3,Michael Sam,24,6,10,Eliminated Week 4,4,,,,20,4,Patti LaBelle,0.10972975983187036
20,4,Michael Sam,30,7.5,10,Eliminated Week 4,4,,,,20,4,Chris Soules,0.11403107207356089
20,1,Robert Herjavec,28,7,6,Eliminated Week 8,4,,,,20,5,Suzanne Somers,0.033994117920736665
20,2,Robert Herjavec,28,7,6,Eliminated Week 8,4,,,,20,5,Willow Shields,0.10504989014058155
20,3,Robert Herjavec,29,7.25,6,Eliminated Week 8,4,,,,20,5,Riker Lynch,0.12344099773402188
20,4,Robert Herjavec,34,8.5,6,Eliminated Week 8,4,,,,20,5,Rumer Willis,0.1059403637148962
20,5,Robert Herjavec,24,6,6,Eliminated Week 8,4,,,,20,5,Nastia Liukin,0.10632420579775771
20,6,Robert Herjavec,33.5,8.375,6,Eliminated Week 8,4,,,,20,5,Robert Herjavec,0.13343049220694872
20,7,Robert Herjavec,31,7.75,6,Eliminated Week 8,4,,,,20,5,Noah Galloway,0.12969400410383883
20,8,Robert Herjavec,31,7.75,6,Eliminated Week 8,4,,,,20,5,Patti LaBelle,0.13724213785912778
20,1,Charlotte McKinney,22,5.5,11,Eliminated Week 3,4,,,,20,5,Chris Soules,0.12488379052209066
20,2,Charlotte McKinney,26,6.5,11,Eliminated Week 3,4,,,,20,6,Willow Shields,0.13335907600502347
20,3,Charlotte McKinney,22,5.5,11,Eliminated Week 3,4,,,,20,6,Riker Lynch,0.14381427258054627
20,1,Noah Galloway,26,6.5,3,3rd Place,4,,,,20,6,Rumer Willis,0.12922861607163322
20,2,Noah Galloway,27,6.75,3,3rd Place,4,,,,20,6,Nastia Liukin,0.12375122801904344
20,3,Noah Galloway,30,7.5,3,3rd Place,4,,,,20,6,Robert Herjavec,0.14292537361627822
20,4,Noah Galloway,32,8,3,3rd Place,4,,,,20,6,Noah Galloway,0.15134275102811193
20,5,Noah Galloway,28,7,3,3rd Place,4,,,,20,6,Patti LaBelle,0.03371982541626158
20,6,Noah Galloway,34,8.5,3,3rd Place,4,,,,20,6,Chris Soules,0.14185885726310188
20,7,Noah Galloway,38,9.5,3,3rd Place,4,,,,20,7,Willow Shields,0.03596180635559838
20,8,Noah Galloway,31.5,7.875,3,3rd Place,4,,,,20,7,Riker Lynch,0.14550378612841347
20,9,Noah Galloway,38,9.5,3,3rd Place,4,,,,20,7,Rumer Willis,0.15672861898720541
20,10,Noah Galloway,36,9,3,3rd Place,4,,,,20,7,Nastia Liukin,0.16716950779958423
20,1,Redfoo,22,5.5,12,Eliminated Week 2,4,,,,20,7,Robert Herjavec,0.16520465119736266
20,2,Redfoo,31,7.75,12,Eliminated Week 2,4,,,,20,7,Noah Galloway,0.16737695880817444
20,1,Patti LaBelle,25,6.25,8,Eliminated Week 6,4,,,,20,7,Chris Soules,0.16205467072366136
20,2,Patti LaBelle,28,7,8,Eliminated Week 6,4,,,,20,8,Riker Lynch,0.19182723001333732
20,3,Patti LaBelle,22,5.5,8,Eliminated Week 6,4,,,,20,8,Rumer Willis,0.1857951685456048
20,4,Patti LaBelle,30,7.5,8,Eliminated Week 6,4,,,,20,8,Nastia Liukin,0.16998962862403974
20,5,Patti LaBelle,27,6.75,8,Eliminated Week 6,4,,,,20,8,Robert Herjavec,0.06057633953060567
20,6,Patti LaBelle,34,8.5,8,Eliminated Week 6,4,,,,20,8,Noah Galloway,0.2017877339013836
20,1,Chris Soules,26,6.5,5,Eliminated Week 8,4,,,,20,8,Chris Soules,0.19002389938502884
20,2,Chris Soules,21,5.25,5,Eliminated Week 8,4,,,,20,9,Riker Lynch,0.3014300236507872
20,3,Chris Soules,28,7,5,Eliminated Week 8,4,,,,20,9,Rumer Willis,0.3099704961519861
20,4,Chris Soules,27,6.75,5,Eliminated Week 8,4,,,,20,9,Nastia Liukin,0.09768897045333177
20,5,Chris Soules,27,6.75,5,Eliminated Week 8,4,,,,20,9,Noah Galloway,0.290910509743895
20,6,Chris Soules,35,8.75,5,Eliminated Week 8,4,,,,20,10,Riker Lynch,0.29577464788732394
20,7,Chris Soules,31,7.75,5,Eliminated Week 8,4,,,,20,10,Rumer Willis,0.4929577464788732
20,8,Chris Soules,32,8,5,Eliminated Week 8,4,,,,20,10,Noah Galloway,0.21126760563380279
21,1,Gary Busey,15,5,10,Eliminated Week 4,3,,,,21,1,Gary Busey,0.03659091599585047
21,2,Gary Busey,16.5,5.5,10,Eliminated Week 4,3,,,,21,1,Alexa PenaVega,0.0591084027625277
21,3,Gary Busey,25,6.25,10,Eliminated Week 4,4,,,,21,1,Carlos PenaVega,0.08537880399031778
21,4,Gary Busey,16,5.333333333333333,10,Eliminated Week 4,3,,,,21,1,Victor Espinoza,0.0307363694365144
21,1,Alexa PenaVega,22,7.333333333333333,6,Eliminated Week 9,3,,,,21,1,Alek Skarlatos,0.10977274798755142
21,2,Alexa PenaVega,23,7.666666666666667,6,Eliminated Week 9,3,,,,21,1,Chaka Khan,0.028459601330105923
21,3,Alexa PenaVega,36,9,6,Eliminated Week 9,4,,,,21,1,Andy Grammer,0.051227282394190665
21,4,Alexa PenaVega,21,7,6,Eliminated Week 9,3,,,,21,1,Tamar Braxton,0.06985538508298728
21,5,Alexa PenaVega,40,10,6,Eliminated Week 9,4,,,,21,1,Nick Carter,0.153681847182572
21,6,Alexa PenaVega,30,7.5,6,Eliminated Week 9,4,,,,21,1,Hayes Grier,0.045200543288991764
21,7,Alexa PenaVega,27.5,9.166666666666666,6,Eliminated Week 9,3,,,,21,1,Bindi Irwin,0.2561364119709533
21,8,Alexa PenaVega,26.9998,8.999933333333333,6,Eliminated Week 9,3,,,,21,1,Kim Zolciak-Biermann,0.03340909721360261
21,9,Alexa PenaVega,30,10,6,Eliminated Week 9,3,,,,21,1,Paula Deen,0.04044259136383473
21,1,Carlos PenaVega,23,7.666666666666667,4,Eliminated Week 11,3,,,,21,2,Gary Busey,0.08519211984159522
21,2,Carlos PenaVega,22.5,7.5,4,Eliminated Week 11,3,,,,21,2,Alexa PenaVega,0.0854034205489274
21,3,Carlos PenaVega,31,7.75,4,Eliminated Week 11,4,,,,21,2,Carlos PenaVega,0.07527848017666766
21,4,Carlos PenaVega,25,8.333333333333334,4,Eliminated Week 11,3,,,,21,2,Victor Espinoza,0.020919967236106885
21,5,Carlos PenaVega,39,9.75,4,Eliminated Week 11,4,,,,21,2,Alek Skarlatos,0.08232860924154824
21,6,Carlos PenaVega,38,9.5,4,Eliminated Week 11,4,,,,21,2,Chaka Khan,0.08849057075213172
21,7,Carlos PenaVega,28,9.333333333333334,4,Eliminated Week 11,3,,,,21,2,Andy Grammer,0.08410579449957259
21,8,Carlos PenaVega,28.9998,9.6666,4,Eliminated Week 11,3,,,,21,2,Tamar Braxton,0.07294679047173483
21,9,Carlos PenaVega,27,9,4,Eliminated Week 11,3,,,,21,2,Nick Carter,0.07650228763432017
21,10,Carlos PenaVega,31.5,10.5,4,Eliminated Week 11,3,,,,21,2,Hayes Grier,0.07867616485546307
21,11,Carlos PenaVega,30,10,4,Eliminated Week 11,3,,,,21,2,Bindi Irwin,0.07681600036136822
21,1,Victor Espinoza,15,5,12,Eliminated Week 2,3,,,,21,2,Kim Zolciak-Biermann,0.08398152634675066
21,2,Victor Espinoza,18.5,6.166666666666667,12,Eliminated Week 2,3,,,,21,2,Paula Deen,0.08935826803381335
21,1,Alek Skarlatos,22,7.333333333333333,3,3rd Place,3,,,,21,3,Gary Busey,0.04032523734114592
21,2,Alek Skarlatos,22.5,7.5,3,3rd Place,3,,,,21,3,Alexa PenaVega,0.06514076801262032
21,3,Alek Skarlatos,33,8.25,3,3rd Place,4,,,,21,3,Carlos PenaVega,0.0940922204626738
21,4,Alek Skarlatos,24,8,3,3rd Place,3,,,,21,3,Alek Skarlatos,0.12097571202343774
21,5,Alek Skarlatos,29,7.25,3,3rd Place,4,,,,21,3,Andy Grammer,0.056455332277604284
21,6,Alek Skarlatos,30,7.5,3,3rd Place,4,,,,21,3,Tamar Braxton,0.07698454401491493
21,7,Alek Skarlatos,26.5,8.833333333333334,3,3rd Place,3,,,,21,3,Nick Carter,0.16936599683281287
21,8,Alek Skarlatos,25,8.333333333333334,3,3rd Place,3,,,,21,3,Hayes Grier,0.049813528480239073
21,9,Alek Skarlatos,25.5,8.5,3,3rd Place,3,,,,21,3,Bindi Irwin,0.2822766613880214
21,10,Alek Skarlatos,28.5,9.5,3,3rd Place,3,,,,21,3,Paula Deen,0.04456999916652969
21,11,Alek Skarlatos,27.999899999999997,9.3333,3,3rd Place,3,,,,21,4,Gary Busey,0.03804912044980187
21,1,Chaka Khan,13,4.333333333333333,13,Eliminated Week 2,3,,,,21,4,Alexa PenaVega,0.11580261730682401
21,2,Chaka Khan,15,5,13,Eliminated Week 2,3,,,,21,4,Carlos PenaVega,0.10225676365376876
21,1,Andy Grammer,21,7,7,Eliminated Week 8,3,,,,21,4,Alek Skarlatos,0.10173155363199876
21,2,Andy Grammer,22,7.333333333333333,7,Eliminated Week 8,3,,,,21,4,Andy Grammer,0.11165250516546082
21,3,Andy Grammer,29,7.25,7,Eliminated Week 8,4,,,,21,4,Tamar Braxton,0.10297263965020569
21,4,Andy Grammer,23,7.666666666666667,7,Eliminated Week 8,3,,,,21,4,Nick Carter,0.10635026794268472
21,5,Andy Grammer,36,9,7,Eliminated Week 8,4,,,,21,4,Hayes Grier,0.10603671491259163
21,6,Andy Grammer,40,10,7,Eliminated Week 8,4,,,,21,4,Bindi Irwin,0.10142295399503362
21,7,Andy Grammer,28,9.333333333333334,7,Eliminated Week 8,3,,,,21,4,Paula Deen,0.11372486329163015
21,8,Andy Grammer,23.9998,7.999933333333334,7,Eliminated Week 8,3,,,,21,5,Alexa PenaVega,0.06787796298002328
21,1,Tamar Braxton,23,7.666666666666667,5,Withdrew,3,,,,21,5,Carlos PenaVega,0.09804594652670029
21,2,Tamar Braxton,24.5,8.166666666666666,5,Withdrew,3,,,,21,5,Alek Skarlatos,0.12605907410575753
21,3,Tamar Braxton,33,8.25,5,Withdrew,4,,,,21,5,Andy Grammer,0.05882756791602018
21,4,Tamar Braxton,27,9,5,Withdrew,3,,,,21,5,Tamar Braxton,0.08021941079457297
21,5,Tamar Braxton,29,7.25,5,Withdrew,4,,,,21,5,Nick Carter,0.17648270374806055
21,6,Tamar Braxton,40,10,5,Withdrew,4,,,,21,5,Hayes Grier,0.051906677572958984
21,7,Tamar Braxton,27,9,5,Withdrew,3,,,,21,5,Bindi Irwin,0.29413783958010087
21,8,Tamar Braxton,28,9.333333333333334,5,Withdrew,3,,,,21,5,Paula Deen,0.046442816775805404
21,9,Tamar Braxton,24.5,8.166666666666666,5,Withdrew,3,,,,21,6,Alexa PenaVega,0.12252607469545702
21,1,Nick Carter,24,8,2,2nd Place,3,,,,21,6,Carlos PenaVega,0.11752300514911039
21,2,Nick Carter,22.5,7.5,2,2nd Place,3,,,,21,6,Alek Skarlatos,0.12141847678519352
21,3,Nick Carter,36,9,2,2nd Place,4,,,,21,6,Andy Grammer,0.11775765730216382
21,4,Nick Carter,27,9,2,2nd Place,3,,,,21,6,Tamar Braxton,0.12058994596157649
21,5,Nick Carter,35,8.75,2,2nd Place,4,,,,21,6,Nick Carter,0.11749011946726726
21,6,Nick Carter,39,9.75,2,2nd Place,4,,,,21,6,Hayes Grier,0.12263092108533538
21,7,Nick Carter,27,9,2,2nd Place,3,,,,21,6,Bindi Irwin,0.11745947809608781
21,8,Nick Carter,33,11,2,2nd Place,3,,,,21,6,Paula Deen,0.042604321457808327
21,9,Nick Carter,27.5,9.166666666666666,2,2nd Place,3,,,,21,7,Alexa PenaVega,0.14944221508341266
21,10,Nick Carter,27,9,2,2nd Place,3,,,,21,7,Carlos PenaVega,0.14339895688351365
21,11,Nick Carter,30,10,2,2nd Place,3,,,,21,7,Alek Skarlatos,0.1319988713715587
21,1,Hayes Grier,21,7,8,Eliminated Week 7,3,,,,21,7,Andy Grammer,0.14376542970279585
21,2,Hayes Grier,22.5,7.5,8,Eliminated Week 7,3,,,,21,7,Tamar Braxton,0.12705904273936358
21,3,Hayes Grier,30,7.5,8,Eliminated Week 7,4,,,,21,7,Nick Carter,0.13610094252836838
21,4,Hayes Grier,27,9,8,Eliminated Week 7,3,,,,21,7,Hayes Grier,0.03177684607551906
21,5,Hayes Grier,30,7.5,8,Eliminated Week 7,4,,,,21,7,Bindi Irwin,0.13645769561546817
21,6,Hayes Grier,32,8,8,Eliminated Week 7,4,,,,21,8,Alexa PenaVega,0.15311081460294723
21,7,Hayes Grier,28,9.333333333333334,8,Eliminated Week 7,3,,,,21,8,Carlos PenaVega,0.15567883472969074
21,1,Bindi Irwin,24,8,1,1st Place,3,,,,21,8,Alek Skarlatos,0.17622995204176073
21,2,Bindi Irwin,24,8,1,1st Place,3,,,,21,8,Andy Grammer,0.050722206343470515
21,3,Bindi Irwin,32,8,1,1st Place,4,,,,21,8,Tamar Braxton,0.16473863207758532
21,4,Bindi Irwin,28,9.333333333333334,1,1st Place,3,,,,21,8,Nick Carter,0.14136076649399756
21,5,Bindi Irwin,37,9.25,1,1st Place,4,,,,21,8,Bindi Irwin,0.1581587937105478
21,6,Bindi Irwin,40,10,1,1st Place,4,,,,21,9,Alexa PenaVega,0.04596953959290628
21,7,Bindi Irwin,29,9.666666666666666,1,1st Place,3,,,,21,9,Carlos PenaVega,0.19254104786257756
21,8,Bindi Irwin,28,9.333333333333334,1,1st Place,3,,,,21,9,Alek Skarlatos,0.20105641134680594
21,9,Bindi Irwin,30,10,1,1st Place,3,,,,21,9,Tamar Braxton,0.19061981300710937
21,10,Bindi Irwin,31.5,10.5,1,1st Place,3,,,,21,9,Nick Carter,0.19157084172236527
21,11,Bindi Irwin,30,10,1,1st Place,3,,,,21,9,Bindi Irwin,0.17824234646823559
21,1,Kim Zolciak-Biermann,12,4,11,Withdrew,3,,,,21,10,Carlos PenaVega,0.1411290322580645
21,2,Kim Zolciak-Biermann,18.5,6.166666666666667,11,Withdrew,3,,,,21,10,Alek Skarlatos,0.1814516129032258
21,1,Paula Deen,15,5,9,Eliminated Week 6,3,,,,21,10,Nick Carter,0.2540322580645161
21,2,Paula Deen,18.5,6.166666666666667,9,Eliminated Week 6,3,,,,21,10,Bindi Irwin,0.42338709677419356
21,3,Paula Deen,20,5,9,Eliminated Week 6,4,,,,21,11,Carlos PenaVega,0.09716271290353978
21,4,Paula Deen,18,6,9,Eliminated Week 6,3,,,,21,11,Alek Skarlatos,0.3125857175602041
21,5,Paula Deen,26,6.5,9,Eliminated Week 6,4,,,,21,11,Nick Carter,0.2965649436211247
21,6,Paula Deen,24,6,9,Eliminated Week 6,4,,,,21,11,Bindi Irwin,0.29368662591513145
22,1,Mischa Barton,16,5.333333333333333,11,Eliminated Week 3,3,,,,22,1,Mischa Barton,0.034387759129051114
22,2,Mischa Barton,15,5,11,Eliminated Week 3,3,,,,22,1,Kim Fields,0.04652461529224562
22,3,Mischa Barton,18,6,11,Eliminated Week 3,3,,,,22,1,Jodie Sweetin,0.06083988153601351
22,1,Kim Fields,20,6.666666666666667,8,Eliminated Week 7,3,,,,22,1,Doug Flutie,0.041627287366746084
22,2,Kim Fields,19,6.333333333333333,8,Eliminated Week 7,3,,,,22,1,Von Miller,0.05272789733121171
22,3,Kim Fields,22,7.333333333333333,8,Eliminated Week 7,3,,,,22,1,Antonio Brown,0.07190167817892505
22,4,Kim Fields,32,8,8,Eliminated Week 7,4,,,,22,1,Paige VanZant,0.15818369199363513
